Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.0,,Cancel,189810807,,,-8000,,,
0.0,,Cancel,189810711,,,-2000,,,
0.0,,Cancel,189810623,,,-8000,,,
0.0,,Insert,189810843,0,A,1000,148400,G,
0.0,,Cancel,189810727,,,-2000,,,
0.0,,Insert,189810871,0,B,2000,114200,G,
0.0,,Cancel,189810843,,,-1000,,,
0.0,,Insert,189810919,0,A,2000,149500,G,
0.0,,Cancel,189810819,,,-8000,,,
0.0,,Insert,189811163,0,B,8000,148200,G,
0.0,,Insert,189811167,0,A,2000,149400,G,
0.0,,Insert,189811187,0,A,1000,148500,G,
0.0,,Cancel,189810871,,,-2000,,,
0.0,,Insert,189811215,0,B,2000,114300,G,
0.0,,Insert,189811371,0,A,8000,148500,G,
0.0,,Insert,189811375,0,A,8000,150000,G,
0.0,,Insert,189811387,0,A,8000,148400,G,
0.0,,Cancel,189811371,,,-8000,,,
0.0,,Cancel,189811375,,,-8000,,,
0.0,,Cancel,189811167,,,-2000,,,
0.0,,Cancel,189811163,,,-8000,,,
0.0,,Cancel,189811215,,,-2000,,,
0.0,,Insert,189811455,0,B,2000,114200,G,
0.0,,Insert,189811475,0,A,1000,148400,G,
0.0,,Insert,189811599,0,B,8000,148200,G,
0.0,,Cancel,189811475,,,-1000,,,
0.0,,Cancel,189811387,,,-8000,,,
0.0,,Cancel,189811455,,,-2000,,,
0.0,,Insert,189812431,0,B,2000,114300,G,
0.0,,Insert,189812435,0,A,2000,149400,G,
0.0,,Insert,189812439,0,A,1000,178200,G,
0.0,,Insert,189812515,0,A,310,148400,G,
0.0,,Insert,189812519,0,A,1000,148400,G,
0.0,,Cancel,189812431,,,-2000,,,
0.0,,Insert,189812527,0,B,2000,114200,G,
0.0,,Cancel,189812435,,,-2000,,,
0.0,,Insert,189812535,0,B,940,147800,G,
0.0,,Cancel,189810611,,,-940,,,
0.0,,Insert,189812539,0,A,940,148400,G,
0.0,,Insert,189812543,0,A,1000,148400,G,
0.0,,Insert,189812551,0,A,8000,148400,G,
0.0,,Insert,189812555,0,A,1000,148400,G,
0.0,,Insert,189812559,0,A,1000,148400,G,
0.0,,Cancel,189812555,,,-1000,,,
0.0,,Cancel,189812539,,,-940,,,
0.0,,Insert,189812567,0,B,940,148200,G,
0.0,,Insert,189812571,0,A,1000,149900,G,
0.0,,Cancel,189812519,,,-1000,,,
0.0,,Cancel,189812543,,,-1000,,,
0.0,,Cancel,189811599,,,-8000,,,
0.0,,Insert,189812691,0,A,1000,148400,G,
0.0,,Insert,189812695,0,A,1000,148400,G,
0.0,,Cancel,189812695,,,-1000,,,
0.006542,,Insert,5079526,1,A,95,149100,G,
0.167452,,Insert,7041936,1,A,10000,148900,G,
0.167452,,Insert,7041937,1,B,10000,147700,G,
0.335226,,Cancel,189812515,,,-310,,,
0.335429,,Cancel,7041936,,,-10000,,,
0.335429,,Cancel,7041937,,,-10000,,,
0.335429,,Insert,7041938,1,A,10000,148900,G,
0.335429,,Insert,7041939,1,B,10000,147700,G,
0.335491,,Cancel,189812691,,,-1000,,,
0.356996,,Insert,189813395,0,A,1000,149500,G,
0.361382,,Insert,189813459,0,B,8000,148200,G,
0.36148,,Cancel,189812551,,,-8000,,,
0.361528,,Cancel,189812559,,,-1000,,,
0.361563,,Insert,189813487,0,A,2000,149400,G,
0.361972,,Cancel,189812535,,,-940,,,
0.362213,,Cancel,189812527,,,-2000,,,
0.362213,,Insert,189813539,0,B,2000,114300,G,
0.362261,,Cancel,189813539,,,-2000,,,
0.362261,,Insert,189813551,0,B,2000,114200,G,
0.362558,,Cancel,189813551,,,-2000,,,
0.362558,,Insert,189813575,0,B,2000,114300,G,
0.365434,,Cancel,189813575,,,-2000,,,
0.365434,,Insert,189813631,0,B,2000,114200,G,
0.365967,,Insert,189813639,0,A,8000,150000,G,
0.365967,,Insert,189813643,0,A,8000,148500,G,
0.365987,,Insert,189813647,0,A,8000,148400,G,
0.366009,,Cancel,189813643,,,-8000,,,
0.366012,,Cancel,189813639,,,-8000,,,
0.366083,,Cancel,189813459,,,-8000,,,
0.366187,,Cancel,189813487,,,-2000,,,
0.366342,,Insert,189813663,0,A,1000,148400,G,
0.36641,,Insert,189813667,0,A,1000,148400,G,
0.369105,,Cancel,189813663,,,-1000,,,
0.405953,,Cancel,189813647,,,-8000,,,
0.406,,Cancel,189813667,,,-1000,,,
0.409262,,Insert,189813959,0,A,2000,149400,G,
0.409286,,Insert,189813963,0,B,1000,104000,G,
0.418784,,Insert,189814055,0,A,8000,148400,G,
0.424861,,Cancel,189811187,,,-1000,,,
0.424863,,Insert,189814127,0,A,8000,150000,G,
0.424863,,Cancel,189810675,,,-1000,,,
0.424882,,Cancel,189812567,,,-940,,,
0.424882,,Cancel,189813959,,,-2000,,,
0.424887,,Insert,189814135,0,A,820,148400,G,
0.424887,,Cancel,189812439,,,-1000,,,
0.4249,,Insert,189814139,0,A,1000,148400,G,
0.424925,,Insert,189814143,0,A,1000,178100,G,
0.424931,,Insert,189814147,0,A,1000,148400,G,
0.424983,,Insert,189814155,0,A,1000,148400,G,
0.425011,,Insert,189814159,0,A,1000,148400,G,
0.425187,,Insert,189814163,0,A,60,148400,G,
0.425191,,Insert,189814167,0,B,940,147800,G,
0.425194,,Insert,189814171,0,A,940,148400,G,
0.425218,,Insert,189814179,0,B,1000,148200,G,
0.425328,,Cancel,189814179,,,-1000,,,
0.425448,,Cancel,189804483,,,-2000,,,
0.425448,,Insert,189814243,0,A,2000,182900,G,
0.425541,,Insert,189814267,0,B,2000,147200,G,
0.425566,,Insert,189814275,0,A,1000,192600,G,
0.425751,,Cancel,189814171,,,-940,,,
0.425756,,Insert,189814307,0,B,940,148200,G,
0.425761,,Insert,189814311,0,B,2000,148200,G,
0.425783,,Insert,189814319,0,B,820,148200,G,
0.425787,,Insert,189814323,0,B,1000,148200,G,
0.426009,,Cancel,189814267,,,-2000,,,
0.426024,,Cancel,189814319,,,-820,,,
0.426192,,Cancel,189814307,,,-940,,,
0.426196,,Insert,189814391,0,A,940,148400,G,
0.427235,,Insert,189814479,0,A,1000,149000,G,
0.428471,,Cancel,189814311,,,-2000,,,
0.428496,,Cancel,189814323,,,-1000,,,
0.428749,,Insert,189814543,0,B,2000,147200,G,
0.428958,,Cancel,189813631,,,-2000,,,
0.428958,,Insert,189814567,0,B,2000,114100,G,
0.429202,,Cancel,189814163,,,-60,,,
0.429612,,Cancel,189810919,,,-2000,,,
0.433241,,Insert,189814811,0,A,2000,148500,G,
0.433509,,Insert,189814815,0,B,940,147700,G,
0.433521,,Insert,189814819,0,B,1000,148100,G,
0.433715,,Cancel,189814815,,,-940,,,
0.433836,,Cancel,189814567,,,-2000,,,
0.433836,,Insert,189814831,0,B,2000,114200,G,
0.439241,,Insert,189814935,0,A,1000,148400,G,
0.43939,,Cancel,189812571,,,-1000,,,
0.43951,,Insert,189815031,0,B,940,147700,G,
0.439557,,Cancel,189814819,,,-1000,,,
0.439572,,Insert,189815071,0,A,1000,148300,G,
0.439588,,Cancel,189814831,,,-2000,,,
0.439588,,Insert,189815075,0,B,2000,114100,G,
0.439592,,Insert,189815083,0,A,3000,148400,G,
0.439595,,Cancel,189814127,,,-8000,,,
0.439619,,Insert,189815095,0,A,1000,148300,G,
0.439945,,Cancel,189814243,,,-2000,,,
0.439945,,Insert,189815267,0,A,2000,182800,G,
0.439985,,Insert,189815295,0,B,2000,146800,G,
0.440009,,Insert,189815323,0,A,2000,148400,G,
0.440044,,Cancel,189814139,,,-1000,,,
0.440044,,Cancel,189814935,,,-1000,,,
0.440104,,Insert,189815415,0,A,820,148300,G,
0.440127,,Insert,189815427,0,A,8000,148300,G,
0.440308,,Cancel,189815415,,,-820,,,
0.440543,,Insert,189815859,0,B,8000,148100,G,
0.441066,,Cancel,189815095,,,-1000,,,
0.44113,,Insert,189816359,0,A,1000,148700,G,
0.441246,,Cancel,189816359,,,-1000,,,
0.441476,,Insert,189816503,0,A,1000,148300,G,
0.441542,,Cancel,189815267,,,-2000,,,
0.441542,,Insert,189816527,0,A,2000,182900,G,
0.44186,,Cancel,189816503,,,-1000,,,
0.442683,,Cancel,189815427,,,-8000,,,
0.449144,,Cancel,189815031,,,-940,,,
0.449167,,Cancel,189815075,,,-2000,,,
0.449167,,Insert,189816975,0,B,2000,114200,G,
0.4492,,Insert,189816983,0,B,1000,147800,G,
0.449257,,Insert,189816995,0,B,940,147700,G,
0.449273,,Cancel,189816975,,,-2000,,,
0.449273,,Insert,189817003,0,B,2000,114100,G,
0.449368,,Cancel,189816995,,,-940,,,
0.449492,,Cancel,189816983,,,-1000,,,
0.449518,,Cancel,189817003,,,-2000,,,
0.449518,,Insert,189817043,0,B,2000,114200,G,
0.449523,,Insert,189817047,0,B,940,147700,G,
0.449721,,Cancel,189817043,,,-2000,,,
0.449721,,Insert,189817067,0,B,2000,114100,G,
0.450743,,Cancel,189815071,,,-1000,,,
0.450762,,Cancel,189817047,,,-940,,,
0.450802,,Cancel,189817067,,,-2000,,,
0.450802,,Insert,189817191,0,B,2000,114200,G,
0.450905,,Insert,189817207,0,A,2000,149300,G,
0.452026,,Insert,189817279,0,A,8000,150000,G,
0.452038,,Insert,189817287,0,A,8000,148400,G,
0.452087,,Cancel,189815323,,,-2000,,,
0.452247,,Insert,189817299,0,B,1000,148100,G,
0.452328,,Insert,189817311,0,B,940,147700,G,
0.452366,,Cancel,189817191,,,-2000,,,
0.452366,,Insert,189817315,0,B,2000,114100,G,
0.460536,,Cancel,189817287,,,-8000,,,
0.460567,,Insert,189817463,0,A,2000,148400,G,
0.463085,,Insert,5079527,1,B,52,150900,G,
0.463228,,Insert,189817483,0,A,8000,148400,G,
0.463256,,Cancel,189817299,,,-1000,,,
0.466459,,Insert,5079528,1,B,20,148700,G,
0.47166,,Cancel,189814147,,,-1000,,,
0.479815,,Insert,189817623,0,A,1000,148400,G,
0.485281,,Insert,189817935,0,A,1000,148700,G,
0.486268,,Cancel,189817935,,,-1000,,,
0.510813,,Cancel,7041938,,,-9948,,,
0.510813,,Cancel,7041939,,,-10000,,,
0.510813,,Insert,7041940,1,A,10000,148800,G,
0.510813,,Insert,7041941,1,B,10000,147600,G,
0.512374,,Insert,189818383,0,B,1000,148100,G,
0.516381,,Insert,189818715,0,A,1000,148700,G,
0.528038,,Insert,189818903,0,B,1000,146700,G,
0.532622,,Cancel,189817311,,,-940,,,
0.532705,,Cancel,189817315,,,-2000,,,
0.532705,,Insert,189819039,0,B,2000,114200,G,
0.532811,,Cancel,189818715,,,-1000,,,
0.535944,,Cancel,189817483,,,-8000,,,
0.543404,,Cancel,189815295,,,-2000,,,
0.543404,,Insert,189819907,0,B,2000,147800,G,
0.549806,,Cancel,189818383,,,-1000,,,
0.566556,,Insert,189820219,0,A,1000,148700,G,
0.570655,,Cancel,189820219,,,-1000,,,
0.600261,,Cancel,189817279,,,-8000,,,
0.600265,,Cancel,189815083,,,-3000,,,
0.60036,,Insert,189820607,0,B,1000,148200,G,
0.600395,,Insert,189820631,0,B,3000,148000,G,
0.600397,,Cancel,189814543,,,-2000,,,
0.600506,,Insert,189820659,0,B,2000,147900,G,
0.600515,,Insert,189820663,0,A,1000,148400,G,
0.600544,,Cancel,189820663,,,-1000,,,
0.600553,,Insert,189820687,0,B,830,148200,G,
0.600647,,Cancel,189816527,,,-2000,,,
0.600647,,Insert,189820723,0,A,2000,183000,G,
0.600654,,Cancel,189814135,,,-820,,,
0.600691,,Cancel,189814159,,,-1000,,,
0.600731,,Cancel,189820723,,,-2000,,,
0.600731,,Insert,189820739,0,A,2000,182900,G,
0.600868,,Insert,189820759,0,B,1000,148200,G,
0.600938,,Insert,189820771,0,A,940,149000,G,
0.601046,,Cancel,189814391,,,-940,,,
0.60105,,Cancel,189820739,,,-2000,,,
0.60105,,Insert,189820791,0,A,2000,183000,G,
0.601052,,Insert,189820795,0,B,940,148200,G,
0.601363,,Insert,189820851,0,B,8000,148200,G,
0.601514,,Insert,189820859,0,B,1000,147900,G,
0.601798,,Cancel,189819039,,,-2000,,,
0.601798,,Insert,189820899,0,B,2000,114300,G,
0.601825,,Cancel,189820859,,,-1000,,,
0.601854,,Cancel,189820899,,,-2000,,,
0.601854,,Insert,189820903,0,B,2000,114200,G,
0.602462,,Insert,189820983,0,B,1000,148200,G,
0.60363,,Cancel,189814167,,,-940,,,
0.603733,,Insert,189821079,0,B,940,147800,G,
0.603829,,Cancel,189820903,,,-2000,,,
0.603829,,Insert,189821091,0,B,2000,114300,G,
0.603912,,Cancel,189821091,,,-2000,,,
0.603912,,Insert,189821099,0,B,2000,114200,G,
0.604166,,Cancel,189821079,,,-940,,,
0.604264,,Cancel,189814155,,,-1000,,,
0.604294,,Cancel,189821099,,,-2000,,,
0.604294,,Insert,189821135,0,B,2000,114300,G,
0.60451,,Cancel,189820983,,,-1000,,,
0.607892,,Cancel,189810679,,,-1000,,,
0.607923,,Cancel,189821135,,,-2000,,,
0.607923,,Insert,189821207,0,B,2000,114200,G,
0.608419,,Insert,189821219,0,B,940,147800,G,
0.608442,,Cancel,189814811,,,-2000,,,
0.608452,,Cancel,189817623,,,-1000,,,
0.608452,,Cancel,189817463,,,-2000,,,
0.608458,,Cancel,189814055,,,-8000,,,
0.608493,,Insert,189821243,0,A,2000,148500,G,
0.608633,,Insert,189821279,0,A,2000,149400,G,
0.608704,,Insert,189821351,0,B,1000,148300,G,
0.608735,,Cancel,189821219,,,-940,,,
0.608737,,Insert,189821375,0,B,940,148300,G,
0.608739,,Insert,189821383,0,B,3000,148100,G,
0.60875,,Cancel,189820631,,,-3000,,,
0.608772,,Cancel,189821207,,,-2000,,,
0.608772,,Insert,189821395,0,B,2000,114300,G,
0.608824,,Insert,189821419,0,B,1000,148000,G,
0.608887,,Insert,189821455,0,B,2000,148000,G,
0.609037,,Cancel,189821455,,,-2000,,,
0.609092,,Insert,189821527,0,B,1000,148300,G,
0.60912,,Cancel,189821419,,,-1000,,,
0.609249,,Insert,189821579,0,A,940,149100,G,
0.609283,,Insert,189821603,0,B,2000,148000,G,
0.60937,,Insert,189821635,0,B,830,148300,G,
0.609376,,Cancel,189820791,,,-2000,,,
0.609376,,Insert,189821643,0,A,2000,183100,G,
0.609881,,Cancel,189814479,,,-1000,,,
0.609916,,Cancel,189821395,,,-2000,,,
0.609916,,Insert,189821847,0,B,2000,114400,G,
0.610096,,Insert,189821871,0,B,940,147900,G,
0.610146,,Cancel,189821847,,,-2000,,,
0.610146,,Insert,189821891,0,B,2000,114300,G,
0.610463,,Cancel,189821643,,,-2000,,,
0.610463,,Insert,189821943,0,A,2000,183000,G,
0.61182,,Insert,189822027,0,A,1000,153500,G,
0.613612,,Cancel,189821527,,,-1000,,,
0.622384,,Cancel,189821635,,,-830,,,
0.623877,,Cancel,189820759,,,-1000,,,
0.623883,,Insert,189822259,0,A,1000,149000,G,
0.640765,,Cancel,189821375,,,-940,,,
0.64077,,Insert,189822491,0,A,940,148500,G,
0.641004,,Cancel,189821603,,,-2000,,,
0.641037,,Cancel,189821351,,,-1000,,,
0.641067,,Insert,189822519,0,A,1000,148500,G,
0.64107,,Insert,189822523,0,A,8000,148400,G,
0.641109,,Insert,189822527,0,A,3000,148600,G,
0.641122,,Cancel,189821279,,,-2000,,,
0.641124,,Insert,189822531,0,B,2000,147300,G,
0.644134,,Insert,189822579,0,B,940,147800,G,
0.644143,,Insert,189822587,0,B,1000,148200,G,
0.644264,,Cancel,189821891,,,-2000,,,
0.644264,,Insert,189822591,0,B,2000,114200,G,
0.649385,,Cancel,189822523,,,-8000,,,
0.649408,,Cancel,189822527,,,-3000,,,
0.649456,,Cancel,189822491,,,-940,,,
0.649462,,Insert,189822871,0,B,940,148300,G,
0.649462,,Cancel,189822579,,,-940,,,
0.649491,,Insert,189822879,0,B,830,148300,G,
0.649493,,Cancel,189822531,,,-2000,,,
0.649494,,Insert,189822883,0,A,2000,149400,G,
0.649568,,Cancel,189822871,,,-940,,,
0.649572,,Insert,189822899,0,A,940,148500,G,
0.649583,,Cancel,189822591,,,-2000,,,
0.649583,,Insert,189822911,0,B,2000,114300,G,
0.649595,,Insert,189822923,0,B,1000,148300,G,
0.649595,,Insert,189822927,0,B,2000,148000,G,
0.649615,,Cancel,189822923,,,-1000,,,
0.649661,,Cancel,189822911,,,-2000,,,
0.649661,,Insert,189822951,0,B,2000,114200,G,
0.649715,,Cancel,189822951,,,-2000,,,
0.649715,,Insert,189822979,0,B,2000,114300,G,
0.649722,,Insert,189822987,0,B,1000,148300,G,
0.649765,,Cancel,189822899,,,-940,,,
0.64977,,Insert,189823011,0,B,940,148300,G,
0.649776,,Insert,189823015,0,B,60,148300,G,
0.649784,,Insert,189823023,0,B,1000,148300,G,
0.649974,,Cancel,189818903,,,-1000,,,
0.650099,,Insert,189823207,0,B,2000,147900,G,
0.65015,,Insert,189823251,0,B,8000,148300,G,
0.650155,,Insert,189823255,0,B,1000,148000,G,
0.650332,,Insert,189823379,0,B,320,148300,G,
0.650346,,Insert,189823387,0,B,1000,148300,G,
0.650516,,Cancel,189823387,,,-1000,,,
0.650516,,Insert,189823439,0,B,1000,148400,G,
0.650536,,Cancel,189821943,,,-2000,,,
0.650536,,Insert,189823447,0,A,2000,183100,G,
0.650541,,Cancel,189821871,,,-940,,,
0.650563,,Insert,189823475,0,B,3000,148200,G,
0.650563,,Cancel,189821383,,,-3000,,,
0.650577,,Insert,189823491,0,B,1000,148300,G,
0.650635,,Cancel,189822979,,,-2000,,,
0.650635,,Insert,189823523,0,B,2000,114400,G,
0.650675,,Cancel,189823255,,,-1000,,,
0.650775,,Cancel,189823379,,,-320,,,
0.651042,,Cancel,189823015,,,-60,,,
0.651395,,Cancel,189823439,,,-1000,,,
0.651607,,Insert,189824051,0,B,2000,147400,G,
0.651755,,Insert,189824091,0,B,940,147900,G,
0.651808,,Cancel,189823491,,,-1000,,,
0.651862,,Cancel,189823523,,,-2000,,,
0.651862,,Insert,189824123,0,B,2000,114300,G,
0.656798,,Insert,5079529,1,A,6,147600,G,
0.671642,,Insert,189824727,0,A,8000,148500,G,
0.672881,,Cancel,189821243,,,-2000,,,
0.672881,,Cancel,189822519,,,-1000,,,
0.672915,,Insert,189824803,0,A,1000,148600,G,
0.673146,,Cancel,189824091,,,-940,,,
0.6732,,Cancel,189824123,,,-2000,,,
0.6732,,Insert,189824883,0,B,2000,114400,G,
0.673261,,Insert,189824891,0,B,940,147900,G,
0.673306,,Cancel,189824883,,,-2000,,,
0.673306,,Insert,189824899,0,B,2000,114300,G,
0.673337,,Insert,189824907,0,B,2000,148100,G,
0.673376,,Cancel,189824891,,,-940,,,
0.673549,,Cancel,189824899,,,-2000,,,
0.673549,,Insert,189825007,0,B,2000,114400,G,
0.673799,,Insert,189825155,0,B,940,148400,G,
0.673817,,Insert,189825167,0,B,1000,148400,G,
0.673833,,Cancel,189824727,,,-8000,,,
0.673859,,Insert,189825187,0,B,830,148400,G,
0.6739,,Cancel,189825155,,,-940,,,
0.673904,,Insert,189825227,0,A,940,148600,G,
0.673904,,Cancel,189824051,,,-2000,,,
0.673979,,Cancel,189825187,,,-830,,,
0.674413,,Cancel,189825227,,,-940,,,
0.674529,,Insert,189825759,0,A,940,148600,G,
0.674572,,Insert,189825807,0,A,8000,148500,G,
0.674753,,Cancel,189825167,,,-1000,,,
0.674851,,Cancel,189824907,,,-2000,,,
0.674856,,Insert,189826023,0,B,2000,147400,G,
0.675442,,Insert,189826187,0,B,940,147900,G,
0.675586,,Cancel,189825007,,,-2000,,,
0.675586,,Insert,189826255,0,B,2000,114300,G,
0.67611,,Insert,189826335,0,B,1000,147800,G,
0.676151,,Cancel,189823447,,,-2000,,,
0.676151,,Insert,189826343,0,A,2000,183000,G,
0.67861,,Insert,189826503,0,B,1000,148100,G,
0.684342,,Cancel,189826503,,,-1000,,,
0.687247,,Insert,189826735,0,B,1000,148000,G,
0.687581,,Cancel,189826735,,,-1000,,,
0.695317,,Insert,189827167,0,B,60,148300,G,
0.69532,,Insert,189827171,0,A,1000,148600,G,
0.695325,,Insert,189827175,0,B,1000,148400,G,
0.695328,,Insert,189827179,0,B,1000,148300,G,
0.695339,,Cancel,189827179,,,-1000,,,
0.695339,,Insert,189827183,0,B,1000,148400,G,
0.695356,,Cancel,189826023,,,-2000,,,
0.695358,,Insert,189827187,0,B,2000,148100,G,
0.695358,,Cancel,189827175,,,-1000,,,
0.695366,,Cancel,189825807,,,-8000,,,
0.695382,,Cancel,189826187,,,-940,,,
0.695391,,Cancel,189827183,,,-1000,,,
0.695391,,Insert,189827195,0,B,840,148400,G,
0.695402,,Cancel,189826255,,,-2000,,,
0.695402,,Insert,189827199,0,B,2000,114400,G,
0.695467,,Cancel,189827199,,,-2000,,,
0.695467,,Insert,189827211,0,B,2000,114300,G,
0.695514,,Cancel,189826343,,,-2000,,,
0.695514,,Insert,189827219,0,A,2000,183100,G,
0.695543,,Cancel,189823023,,,-1000,,,
0.695553,,Cancel,189827211,,,-2000,,,
0.695553,,Insert,189827223,0,B,2000,114400,G,
0.695989,,Insert,189827247,0,A,1630,148500,G,
0.696014,,Cancel,189827195,,,-840,,,
0.696048,,Insert,189827259,0,A,8000,148500,G,
0.696083,,Insert,189827263,0,A,1000,148500,G,
0.696148,,Insert,189827271,0,B,2000,147400,G,
0.696731,,Cancel,189827263,,,-1000,,,
0.698476,,Cancel,189827223,,,-2000,,,
0.698476,,Insert,189827363,0,B,2000,114300,G,
0.698995,,Cancel,189827167,,,-60,,,
0.698996,,Cancel,189827187,,,-2000,,,
0.699004,,Insert,189827423,0,B,1000,148300,G,
0.699091,,Insert,189827435,0,B,940,147900,G,
0.6991,,Insert,189827443,0,A,1000,148500,G,
0.69915,,Insert,189827451,0,A,1000,148500,G,
0.699456,,Insert,189827511,0,A,1000,148500,G,
0.699569,,Cancel,189827423,,,-1000,,,
0.699752,,Cancel,189827219,,,-2000,,,
0.699752,,Insert,189827559,0,A,2000,183000,G,
0.700017,,Cancel,189827247,,,-1630,,,
0.702083,,Cancel,189827443,,,-1000,,,
0.702108,,Cancel,189827511,,,-1000,,,
0.702275,,Cancel,189827559,,,-2000,,,
0.702275,,Insert,189827679,0,A,2000,183100,G,
0.703087,,Insert,189827711,0,A,1000,148500,G,
0.704239,,Cancel,189827711,,,-1000,,,
0.71527,,Cancel,189826335,,,-1000,,,
0.715298,,Insert,189827919,0,A,2000,149500,G,
0.73034,,Insert,189828111,0,A,1000,148600,G,
0.744825,,Cancel,189823011,,,-940,,,
0.744829,,Insert,189828327,0,A,940,148500,G,
0.744883,,Insert,189828343,0,A,1000,148500,G,
0.744913,,Insert,189828351,0,A,1000,148500,G,
0.762437,,Insert,189828519,0,B,1000,147800,G,
0.762462,,Cancel,189828351,,,-1000,,,
0.762498,,Cancel,189828343,,,-1000,,,
0.76254,,Insert,189828523,0,B,1000,146800,G,
0.768718,,Cancel,189822587,,,-1000,,,
0.770699,,Cancel,189828327,,,-940,,,
0.770703,,Insert,189828659,0,B,940,148300,G,
0.770754,,Insert,189828663,0,B,1000,148300,G,
0.770758,,Cancel,189827451,,,-1000,,,
0.771223,,Cancel,189828523,,,-1000,,,
0.771231,,Cancel,189827435,,,-940,,,
0.771238,,Insert,189828807,0,B,2000,148100,G,
0.771384,,Cancel,189827363,,,-2000,,,
0.771384,,Insert,189828843,0,B,2000,114400,G,
0.771477,,Cancel,189828807,,,-2000,,,
0.771638,,Insert,189828907,0,B,940,147900,G,
0.771811,,Cancel,189828843,,,-2000,,,
0.771811,,Insert,189828935,0,B,2000,114300,G,
0.7849,TraderTwo,Insert,1,1,A,10,148700,F,
0.7849,TraderTwo,Trade,1,1,A,10,148700,,297
0.78498,,Cancel,189828907,,,-940,,,
0.785016,,Insert,189829179,0,B,2000,148100,G,
0.785062,,Cancel,189827259,,,-8000,,,
0.785163,,Insert,189829223,0,B,2000,148400,G,
0.785178,,Cancel,189828935,,,-2000,,,
0.785178,,Insert,189829231,0,B,2000,114400,G,
0.785198,,Insert,189829235,0,B,1000,148400,G,
0.785209,,Insert,189829243,0,B,850,148400,G,
0.785255,,Cancel,189827271,,,-2000,,,
0.785461,,Insert,189829327,0,B,1000,148100,G,
0.785566,,Cancel,189829243,,,-850,,,
0.787492,TraderTwo,Insert,2,1,A,10,148700,F,
0.787492,TraderTwo,Trade,2,1,A,4,148700,,119
0.787492,TraderTwo,Cancel,2,,,-6,,,
0.788712,TraderTwo,Hedge,3,0,B,10,148600,,
0.788859,TraderTwo,Hedge,4,0,B,4,148600,,
0.789012,,Insert,189829647,0,B,1000,148400,G,
0.794371,,Cancel,189829223,,,-2000,,,
0.822794,,Cancel,7041940,,,-10000,,,
0.822794,,Cancel,7041941,,,-10000,,,
0.822794,,Insert,7041942,1,A,10000,149100,G,
0.822794,,Insert,7041943,1,B,10000,147900,G,
0.827995,,Insert,189830063,0,B,1000,146900,G,
0.830345,,Insert,189830111,0,A,8000,148500,G,
0.830377,,Cancel,189830063,,,-1000,,,
0.83038,,Cancel,189829235,,,-1000,,,
0.830433,,Cancel,189829179,,,-2000,,,
0.830754,,Cancel,189828659,,,-940,,,
0.830817,,Cancel,189829327,,,-1000,,,
0.830861,,Insert,189830267,0,A,940,148500,G,
0.830956,,Cancel,189830267,,,-940,,,
